,geneID,gene_symbol,gene_name,gene_other_symbol,gene_synonyms
18492,56985,ADPRM,"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent","C17orf48, MDS006, NBLA03831",manganese-dependent ADP-ribose/CDP-alcohol diphosphatase|ADP-ribose/CDP-alcohol pyrophosphatase|ADPRibase-Mn|CDP-choline phosphohydrolase
18493,56986,DTWD1,DTW domain containing 1,MDS009,DTW domain-containing protein 1|x 009 protein
18494,56987,BBX,"BBX, HMG-box containing","ARTC1, HBP2, HSPC339, MDS001",HMG box transcription factor BBX|Ag recognized by Treg cells 1|HMG box-containing protein 2|bobby sox homolog|x 001 protein
18495,122525,C14orf28,chromosome 14 open reading frame 28,"DRIP-1, DRIP1, c14_5270",uncharacterized protein C14orf28|dopamine receptor interacting protein 1
18496,56990,CDC42SE2,CDC42 small effector 2,SPEC2,CDC42 small effector protein 2|non-kinase Cdc42 effector protein SPEC2|small effector of CDC42 protein 2
18497,56992,KIF15,kinesin family member 15,"HKLP2, KLP2, KNSL7, NY-BR-62",kinesin-like protein KIF15|kinesin-like 7|kinesin-like protein 2|kinesin-like protein 7|serologically defined breast cancer antigen NY-BR-62
18498,56993,TOMM22,translocase of outer mitochondrial membrane 22,"1C9-2, MST065, MSTP065, TOM22",mitochondrial import receptor subunit TOM22 homolog|mitochondrial import receptor Tom22|translocase of outer membrane 22 kDa subunit homolog|translocase of outer mitochondrial membrane 22 homolog
18499,56994,CHPT1,choline phosphotransferase 1,"CPT, CPT1",cholinephosphotransferase 1|AAPT1-like protein|cholinephosphotransferase 1 alpha|diacylglycerol cholinephosphotransferase 1|hCPT1|phosphatidylcholine synthesizing enzyme
18500,56995,TULP4,tubby like protein 4,TUSP,tubby-related protein 4|tubby super-family protein|tubby superfamily protein
18501,56996,SLC12A9,solute carrier family 12 member 9,"CCC6, CIP1, WO3.3, hCCC6","solute carrier family 12 member 9|CCC-interacting protein 1|cation-chloride cotransporter 6|cation-chloride cotransporter-interacting protein 1|potassium-chloride transporter 9|solute carrier family 12 (potassium/chloride transporters), member 9"
18502,56997,COQ8A,coenzyme Q8A,"ADCK3, ARCA2, CABC1, COQ10D4, COQ8, SCAR9","atypical kinase COQ8A, mitochondrial|aarF domain-containing protein kinase 3|atypical kinase ADCK3, mitochondrial|chaperone activity of bc1 complex-like, mitochondrial|chaperone, ABC1 activity of bc1 complex homolog|coenzyme Q protein 8A|coenzyme Q8 homolog"
18503,56998,CTNNBIP1,catenin beta interacting protein 1,ICAT,beta-catenin-interacting protein 1|beta-catenin-interacting protein ICAT|inhibitor of beta-catenin and Tcf-4
18504,56999,ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9,None,"A disintegrin and metalloproteinase with thrombospondin motifs 9|a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 9"
18505,57001,SDHAF3,succinate dehydrogenase complex assembly factor 3,"ACN9, DC11, LYRM10, Sdh7","succinate dehydrogenase assembly factor 3, mitochondrial|ACN9 homolog|SDH assembly factor 3|protein ACN9 homolog, mitochondrial"
18506,57002,YAE1,"YAE1, ABCE1 maturation factor","C7orf36, GK003, YAE1D1",yae1 domain-containing protein 1|Yae1 domain containing 1
18507,57003,CCDC47,coiled-coil domain containing 47,"GK001, MSTP041",coiled-coil domain-containing protein 47|Calumin
18508,57007,ACKR3,atypical chemokine receptor 3,"CMKOR1, CXC-R7, CXCR-7, CXCR7, GPR159, RDC-1, RDC1",atypical chemokine receptor 3|C-X-C chemokine receptor type 7|G protein-coupled receptor|G-protein coupled receptor 159|G-protein coupled receptor RDC1 homolog|chemokine (C-X-C motif) receptor 7|chemokine orphan receptor 1
18509,100130480,LINC01387,long intergenic non-protein coding RNA 1387,C18orf64,None
18510,57010,CABP4,calcium binding protein 4,"CRSD, CSNB2B",calcium-binding protein 4
18511,57016,AKR1B10,aldo-keto reductase family 1 member B10,"AKR1B11, AKR1B12, ALDRLn, ARL-1, ARL1, HIS, HSI","aldo-keto reductase family 1 member B10|ARP|SI reductase|aldo-keto reductase family 1, member B10 (aldose reductase)|aldo-keto reductase family 1, member B11 (aldose reductase-like)|aldose reductase-like 1|aldose reductase-like peptide|aldose reductase-related protein|hARP|small intestine reductase"
18512,57017,COQ9,coenzyme Q9,"C16orf49, COQ10D5","ubiquinone biosynthesis protein COQ9, mitochondrial|coenzyme Q9 homolog"
18513,122553,TRAPPC6B,trafficking protein particle complex 6B,"NEDMEBA, TPC6",trafficking protein particle complex subunit 6B
18514,57018,CCNL1,cyclin L1,"ANIA6A, BM-001, PRO1073, ania-6a",cyclin-L1|cyclin L ania-6a|cyclin L gamma|cyclin-L
18515,57020,VPS35L,VPS35 endosomal protein sorting factor like,C16orf62,UPF0505 protein C16orf62|esophageal cancer associated protein
18516,57019,CIAPIN1,cytokine induced apoptosis inhibitor 1,"Anamorsin, CIAE2, DRE2, PRO0915",anamorsin|fe-S cluster assembly protein DRE2 homolog|predicted protein of HQ0915
18517,11334,TUSC2,"tumor suppressor 2, mitochondrial calcium regulator","C3orf11, FUS1, PAP, PDAP2",tumor suppressor candidate 2|PDGFA-associated protein 2|fus-1 protein|fusion 1 protein
18518,57026,PDXP,pyridoxal phosphatase,"CIN, PLP, dJ37E16.5","pyridoxal phosphate phosphatase|PLP phosphatase|chronophin|pyridoxal (pyridoxine, vitamin B6) phosphatase|testicular secretory protein Li 36"
18519,646851,FAM227A,family with sequence similarity 227 member A,None,protein FAM227A|Protein FAM227A
18520,253635,GPATCH11,G-patch domain containing 11,"CCDC75, CENP-Y, CENPY",G patch domain-containing protein 11|centromere protein Y|coiled-coil domain containing 75|coiled-coil domain-containing protein 75|g patch domain-containing protein 11
18521,57030,SLC17A7,solute carrier family 17 member 7,"BNPI, VGLUT1","vesicular glutamate transporter 1|brain-specific Na(+)-dependent inorganic phosphate cotransporter|brain-specific Na-dependent inorganic phosphate cotransporter|solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7|solute carrier family 17 (vesicular glutamate transporter), member 7"
18522,57035,RSRP1,arginine and serine rich protein 1,"C1orf63, NPD014",arginine/serine-rich protein 1|UPF0471 protein C1orf63
18523,57037,ANKMY2,ankyrin repeat and MYND domain containing 2,ZMYND20,ankyrin repeat and MYND domain-containing protein 2
18524,57038,RARS2,"arginyl-tRNA synthetase 2, mitochondrial","ArgRS, DALRD2, PCH6, PRO1992, RARSL","probable arginine--tRNA ligase, mitochondrial|probable arginyl-tRNA synthetase, mitochondrial"
18525,57042,IBD7,inflammatory bowel disease 7,None,None
18526,253650,ANKRD18A,ankyrin repeat domain 18A,None,ankyrin repeat domain-containing protein 18A
18527,57044,IDDM18,insulin dependent diabetes mellitus 18,None,None
18528,57045,TWSG1,twisted gastrulation BMP signaling modulator 1,TSG,twisted gastrulation protein homolog 1|twisted gastrulation homolog 1
18529,57047,PLSCR2,phospholipid scramblase 2,None,phospholipid scramblase 2|PL scramblase 2|ca(2+)-dependent phospholipid scramblase 2
18530,57048,PLSCR3,phospholipid scramblase 3,None,phospholipid scramblase 3|PL scramblase 3|ca(2+)-dependent phospholipid scramblase 3
18531,57050,UTP3,"UTP3, small subunit processome component","CRL1, CRLZ1, SAS10","something about silencing protein 10|UTP3 homolog|UTP3, small subunit processome component homolog|charged amino acid rich leucine zipper 1 homolog|charged amino acid-rich leucine zipper 1|disrupter of silencing 10|disrupter of silencing SAS10"
18532,100130522,PARD6G-AS1,PARD6G antisense RNA 1,None,PARD6G antisense RNA 1 (non-protein coding)
18533,57053,CHRNA10,cholinergic receptor nicotinic alpha 10 subunit,None,"neuronal acetylcholine receptor subunit alpha-10|NACHR alpha-10|acetylcholine receptor, nicotinic, alpha 10 (neuronal)|cholinergic receptor, nicotinic alpha 10|cholinergic receptor, nicotinic, alpha 10 (neuronal)|cholinergic receptor, nicotinic, alpha polypeptide 10|nicotinic acetylcholine receptor subunit alpha-10"
18534,57054,DAZ3,deleted in azoospermia 3,pDP1679,deleted in azoospermia protein 3
18535,57055,DAZ2,deleted in azoospermia 2,pDP1678,deleted in azoospermia protein 2
18536,57057,TBX20,T-box 20,ASD4,T-box transcription factor TBX20|T-box protein 20
18537,57060,PCBP4,poly(rC) binding protein 4,"CBP, LIP4, MCG10",poly(rC)-binding protein 4|LYST-interacting protein|RNA binding protein MCG10|alpha-CP4
18538,57061,HYMAI,hydatidiform mole associated and imprinted,NCRNA00020,hydatidiform mole associated and imprinted (non-protein coding)
18539,57062,DDX24,DEAD-box helicase 24,None,ATP-dependent RNA helicase DDX24|DEAD (Asp-Glu-Ala-Asp) box helicase 24|DEAD (Asp-Glu-Ala-Asp) box polypeptide 24|DEAD box protein 24|DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 24|S. cerevisiae CHL1-like helicase
18540,122616,CLBA1,clathrin binding box of aftiphilin containing 1,C14orf79,uncharacterized protein CLBA1|clathrin-binding box of aftiphilin-containing protein 1|uncharacterized protein C14orf79
18541,57082,KNL1,kinetochore scaffold 1,"AF15Q14, CASC5, CT29, D40, MCPH4, PPP1R55, Spc7, hKNL-1, hSpc105","kinetochore scaffold 1|ALL1-fused gene from chromosome 15q14 protein|blinkin, bub-linking kinetochore protein|cancer susceptibility candidate 5|cancer susceptibility candidate gene 5 protein|cancer/testis antigen 29|kinetochore null 1 homolog|kinetochore-null protein 1|microcephaly, primary autosomal recessive 4|protein phosphatase 1, regulatory subunit 55"
18542,122618,PLD4,phospholipase D family member 4,C14orf175,phospholipase D4|PLD 4|choline phosphatase 4|phosphatidylcholine-hydrolyzing phospholipase D4
18543,57084,SLC17A6,solute carrier family 17 member 6,"DNPI, VGLUT2","vesicular glutamate transporter 2|differentiation-associated BNPI|differentiation-associated Na(+)-dependent inorganic phosphate cotransporter|differentiation-associated Na-dependent inorganic phosphate cotransporter|solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6|solute carrier family 17 (vesicular glutamate transporter), member 6"
18544,646909,RPL17P33,ribosomal protein L17 pseudogene 33,RPL17_19_888,None
18545,100130557,NFYC-AS1,NFYC antisense RNA 1,0808y08y,None
18546,57085,AGTRAP,angiotensin II receptor associated protein,ATRAP,"type-1 angiotensin II receptor-associated protein|AT1 receptor-associated protein|ATI receptor-associated protein|angiotensin II, type I receptor-associated protein"
18547,57088,PLSCR4,phospholipid scramblase 4,TRA1,phospholipid scramblase 4|Ca(2+)-dependent phospholipid scramblase 4|PL scramblase 4|cell growth inhibiting protein 43
18548,122622,ADSSL1,adenylosuccinate synthase like 1,MPD5,"adenylosuccinate synthetase isozyme 1|AMPSase 1|IMP--aspartate ligase 1|M-type adenylosuccinate synthetase|adSS 1|adenylosuccinate synthetase, basic isozyme|adenylosuccinate synthetase, muscle isozyme"
18549,100196098,p2ry5,P2Y purinoceptor 5,None,P2Y purinoceptor 5
18550,57089,ENTPD7,ectonucleoside triphosphate diphosphohydrolase 7,LALP1,ectonucleoside triphosphate diphosphohydrolase 7|NTPDase 7|lysosomal apyrase-like protein 1
18551,57092,PCNP,PEST proteolytic signal containing nuclear protein,None,PEST proteolytic signal-containing nuclear protein|PEST-containing nuclear protein
18552,57091,CASS4,Cas scaffold protein family member 4,"C20orf32, CAS4, HEFL, HEPL",cas scaffolding protein family member 4|HEF-like protein|HEF1-EFS-p130Cas-like protein
18553,57094,CPA6,carboxypeptidase A6,"CPAH, ETL5, FEB11",carboxypeptidase A6|carboxypeptidase B
18554,57095,PITHD1,PITH domain containing 1,"C1orf128, HT014, TXNL1CL",PITH domain-containing protein 1|PITH (C-terminal proteasome-interacting domain of thioredoxin-like) domain containing 1|TXNL1 C-terminal like
18555,57096,RPGRIP1,RPGR interacting protein 1,"CORD13, LCA6, RGI1, RGRIP, RPGRIP, RPGRIP1d",X-linked retinitis pigmentosa GTPase regulator-interacting protein 1|retinitis pigmentosa GTPase regulator interacting protein 1
18556,57097,PARP11,poly(ADP-ribose) polymerase family member 11,"ARTD11, C12orf6, MIB006",poly [ADP-ribose] polymerase 11|ADP-ribosyltransferase diphtheria toxin-like 11
18557,57093,TRIM49,tripartite motif containing 49,"RNF18, TRIM49A, TRIM49L2",tripartite motif-containing protein 49|ring finger protein 18|testis-specific RING Finger protein|testis-specific ring-finger protein
18558,57099,AVEN,apoptosis and caspase activation inhibitor,PDCD12,"cell death regulator Aven|apoptosis, caspase activation inhibitor|programmed cell death 12"
18559,57102,C12orf4,chromosome 12 open reading frame 4,None,protein C12orf4
18560,57103,TIGAR,TP53 induced glycolysis regulatory phosphatase,"C12orf5, FR2BP","fructose-2,6-bisphosphatase TIGAR|TP53-induced glycolysis and apoptosis regulator|fructose-2,6-bisphosphate 2-phosphatase|probable fructose-2,6-bisphosphatase TIGAR|transactivated by NS3TP2 protein"
18561,57104,PNPLA2,patatin like phospholipase domain containing 2,"1110001C14Rik, ATGL, FP17548, PEDF-R, TTS-2.2, TTS2, iPLA2zeta",patatin-like phospholipase domain-containing protein 2|IPLA2-zeta|TTS2.2|adipose triglyceride lipase|calcium-independent phospholipase A2|desnutrin|mutant patatin-like phospholipase domain containing 2|pigment epithelium-derived factor|transport-secretion protein 2.2|triglyceride hydrolase
18562,57105,CYSLTR2,cysteinyl leukotriene receptor 2,"CYSLT2, CYSLT2R, GPCR21, HG57, HPN321, KPG_011, PSEC0146, hGPCR21",cysteinyl leukotriene receptor 2|G-protein coupled receptor GPCR21|G-protein coupled receptor HG57|cysteinyl leukotriene CysLT2 receptor
18563,253714,MMS22L,"MMS22 like, DNA repair protein","C6orf167, dJ39B17.2",protein MMS22-like
18564,57107,PDSS2,decaprenyl diphosphate synthase subunit 2,"C6orf210, COQ10D3, DLP1, bA59I9.3, hDLP1","decaprenyl-diphosphate synthase subunit 2|all-trans-decaprenyl-diphosphate synthase subunit 2|decaprenyl pyrophosphate synthase subunit 2|decaprenyl pyrophosphate synthetase subunit 2|prenyl (decaprenyl) diphosphate synthase, subunit 2|subunit 2 of decaprenyl diphosphate synthase"
18565,57106,NAT14,N-acetyltransferase 14 (putative),KLP1,"N-acetyltransferase 14|K562 cell-derived leucine-zipper-like protein 1|K562 cells-derived leucine-zipper-like protein 1|N-acetyltransferase 14 (GCN5-related, putative)"
18566,57109,REXO4,"REX4 homolog, 3'-5' exonuclease","REX4, XPMC2, XPMC2H","RNA exonuclease 4|REX4, RNA exonuclease 4 homolog|XPMC2 prevents mitotic catastrophe 2 homolog|Xenopus prevents mitotic catastrophe 2 homolog|exonuclease XPMC2"
18567,57110,HRASLS,HRAS like suppressor,"A-C1, H-REV107, HRASLS1, HRSL1, HSD28",phospholipid-metabolizing enzyme A-C1|H-REV107 protein-related protein|HRAS-like suppressor 1|phospholipase A
18568,57111,RAB25,"RAB25, member RAS oncogene family","CATX-8, RAB11C",ras-related protein Rab-25
18569,57113,TRPC7,transient receptor potential cation channel subfamily C member 7,TRP7,"short transient receptor potential channel 7|TRP-7|hTRP7|likley ortholog of mouse transient receptor potential cation channel, subfamily C, member 7|putative capacitative calcium channel|transient receptor protein 7"
18570,122651,RNASE11,ribonuclease A family member 11 (inactive),"C14orf6, HEL-S-84p, RAJ1","probable ribonuclease 11|RNase 11|epididymis secretory sperm binding protein Li 84p|ribonuclease 11|ribonuclease A J1|ribonuclease, RNase A family, 11 (non-active)"
18571,57116,ZNF695,zinc finger protein 695,SBZF3,zinc finger protein 695|zinc finger protein SBZF3
18572,253725,WASHC2C,WASH complex subunit 2C,"FAM21A, FAM21C, VPEF",WASH complex subunit 2C|WASH complex subunit FAM21C|family with sequence similarity 21 member C|vaccinia virus penetration factor
18573,57118,CAMK1D,calcium/calmodulin dependent protein kinase ID,"CKLiK, CaM-K1, CaMKID",calcium/calmodulin-dependent protein kinase type 1D|CAMK1D/ANAPC5 fusion|CaM kinase ID|CamKI-like protein kinase|caM kinase I delta|caM-KI delta|caMKI delta
18574,57119,EPPIN,epididymal peptidase inhibitor,"CT71, CT72, SPINLW1, WAP7, WFDC7, dJ461P17.2","eppin|WAP four-disulfide core domain protein 7|cancer/testis antigen 71|cancer/testis antigen 72|epididymal protease inhibitor|protease inhibitor WAP7|serine peptidase inhibitor-like, with Kunitz and WAP domains 1 (eppin)"
18575,57120,GOPC,golgi associated PDZ and coiled-coil motif containing,"CAL, FIG, GOPC1, PIST, dJ94G16.2",Golgi-associated PDZ and coiled-coil motif-containing protein|CFTR-associated ligand|PDZ protein interacting specifically with TC10|PDZ/coiled-coil domain binding partner for the rho-family GTPase TC10|dJ94G16.2 PIST|fused in glioblastoma|golgi-associated PDZ and coiled-coil motif containing protein
18576,57117,INTS12,integrator complex subunit 12,"INT12, PHF22, SBBI22",integrator complex subunit 12|PHD finger protein 22|hypothetical nuclear factor SBBI22
18577,57122,NUP107,nucleoporin 107,"NPHS11, NUP84",nuclear pore complex protein Nup107|nucleoporin 107kDa
18578,57121,LPAR5,lysophosphatidic acid receptor 5,"GPR92, GPR93, KPG_010, LPA5",lysophosphatidic acid receptor 5|G protein-coupled receptor 92|G-protein coupled receptor 93|LPA receptor 5|LPA-5
18579,253724,TTC41P,"tetratricopeptide repeat domain 41, pseudogene","GNN, GNNP",Grp94 neighboring nucleotidase pseudogene
18580,57125,PLXDC1,plexin domain containing 1,"TEM3, TEM7",plexin domain-containing protein 1|2410003I07Rik|tumor endothelial marker 3|tumor endothelial marker 7
18581,57127,RHBG,Rh family B glycoprotein (gene/pseudogene),SLC42A2,"ammonium transporter Rh type B|Rh family, B glycoprotein|Rhesus blood group, B glycoprotein"
18582,57128,LYRM4,LYR motif containing 4,"C6orf149, CGI-203, COXPD19, ISD11",LYR motif-containing protein 4|homolog of yeast Isd11|mitochondrial matrix Nfs1 interacting protein
18583,122664,TPPP2,tubulin polymerization promoting protein family member 2,"C14orf8, CT152, P18, p25beta",tubulin polymerization-promoting protein family member 2|TPPP/p18|protein p25-beta
18584,57130,ATP13A1,ATPase 13A1,"ATP13A, CGI-152",manganese-transporting ATPase 13A1|ATPase type 13A1|cation transporting ATPase|probable cation-transporting ATPase 13A1
18585,253738,EBF3,early B cell factor 3,"COE3, EBF-3, HADDS, O/E-2, OE-2",transcription factor COE3|olf-1/EBF-like 2
18586,57132,CHMP1B,charged multivesicular body protein 1B,"C10orf2, C18-ORF2, C18orf2, CHMP1.5, Vps46-2, Vps46B, hVps46-2",charged multivesicular body protein 1b|chromatin modifying protein 1B|chromatin-modifying protein 1b|vacuolar protein sorting 46-2|vacuolar protein sorting-associated protein 46-2
18587,57129,MRPL47,mitochondrial ribosomal protein L47,"CGI-204, L47mt, MRP-L47, NCM1","39S ribosomal protein L47, mitochondrial|mitochondrial large ribosomal subunit protein uL29m|nasopharyngeal carcinoma metastasis-related 1|nasopharyngeal carcinoma metastasis-related protein 1"
18588,57134,MAN1C1,mannosidase alpha class 1C member 1,"HMIC, MAN1A3, MAN1C, pp6318","mannosyl-oligosaccharide 1,2-alpha-mannosidase IC|1,2-alpha-mannosidase IC|processing alpha-1,2-mannosidase IC"
18589,57135,DAZ4,deleted in azoospermia 4,"pDP1680, pDP1681",deleted in azoospermia protein 4
18590,57136,APMAP,adipocyte plasma membrane associated protein,"BSCv, C20orf3",adipocyte plasma membrane-associated protein|protein BSCv
18591,646960,PRSS56,serine protease 56,MCOP6,"serine protease 56|protease, serine 56|putative serine protease 56"
18592,646962,HRCT1,histidine rich carboxyl terminus 1,"LGLL338, PRO537, UNQ338",histidine-rich carboxyl terminus protein 1
18593,57139,RGL3,ral guanine nucleotide dissociation stimulator like 3,None,"ral guanine nucleotide dissociation stimulator-like 3|RalGEF-like protein 3, mouse homolog|ralGDS-like 3"
18594,57140,RNPEPL1,arginyl aminopeptidase like 1,None,aminopeptidase RNPEPL1|RNPEP-like 1|aminopeptidase B-like 1|argininyl aminopeptidase-like 1|arginyl aminopeptidase (aminopeptidase B)-like 1|methionyl aminopeptidase
18595,100130613,PRR32,proline rich 32,CXorf64,proline-rich protein 32
18596,57142,RTN4,reticulon 4,"ASY, NI220/250, NOGO, NSP, NSP-CL, Nbla00271, Nbla10545, RTN-X, RTN4-A, RTN4-B1, RTN4-B2, RTN4-C",reticulon-4|Human NogoA|My043 protein|foocen|neurite growth inhibitor 220|neurite outgrowth inhibitor|neuroendocrine-specific protein C homolog|reticulon 5
18597,219770,GJD4,gap junction protein delta 4,CX40.1,"gap junction delta-4 protein|connexin-40.1|connexin40.1|gap junction protein, delta 4, 40.1kDa"
18598,57144,PAK5,p21 (RAC1) activated kinase 5,PAK7,serine/threonine-protein kinase PAK 5|PAK-5|PAK-7|p21 (RAC1) activated kinase 7|p21 protein (Cdc42/Rac)-activated kinase 7|p21(CDKN1A)-activated kinase 7|p21-activated kinase 5|p21-activated kinase 7|p21CDKN1A-activated kinase 7|protein kinase PAK5|serine/threonine-protein kinase PAK 7|serine/threonine-protein kinase PAK7
18599,57146,TMEM159,transmembrane protein 159,None,promethin
18600,57147,SCYL3,SCY1 like pseudokinase 3,"PACE-1, PACE1","protein-associating with the carboxyl-terminal domain of ezrin|SCY1-like 3|SCY1-like protein 3|SCY1-like, kinase-like 3|ezrin-binding partner PACE-1 (PACE-1)|ezrin-binding protein PACE-1"
18601,57148,RALGAPB,Ral GTPase activating protein non-catalytic beta subunit,"KIAA1219, RalGAPbeta","ral GTPase-activating protein subunit beta|Ral GTPase activating protein, beta subunit (non-catalytic)"
18602,57149,LYRM1,LYR motif containing 1,A211C6.1,LYR motif-containing protein 1
18603,57150,SMIM8,small integral membrane protein 8,"C6orf162, dJ102H19.2",small integral membrane protein 8|UPF0708 protein C6orf162
18604,57151,LYZL6,lysozyme like 6,"HEL-S-6a, LYC1, LYZB, PRO1485, TKAL754, UNQ754",lysozyme-like protein 6|epididymis secretory sperm binding protein Li 6a|lysozyme B|lysozyme homolog
18605,57152,SLURP1,secreted LY6/PLAUR domain containing 1,"ANUP, ARS, ArsB, LY6LS, MDM",secreted Ly-6/uPAR-related protein 1|ARS(component B)-81/S|SLURP-1|anti-neoplastic urinary protein|lymphocyte antigen 6-like secreted|secreted Ly6/uPAR related protein 1
18606,57153,SLC44A2,solute carrier family 44 member 2,"CTL2, PP1292","choline transporter-like protein 2|solute carrier family 44 (choline transporter), member 2|testicular tissue protein Li 47"
18607,57154,SMURF1,SMAD specific E3 ubiquitin protein ligase 1,None,E3 ubiquitin-protein ligase SMURF1|E3 ubiquitin ligase SMURF1|HECT-type E3 ubiquitin transferase SMURF1|Smad ubiquitination regulatory factor 1|Smad-specific E3 ubiquitin ligase 1|hSMURF1
18608,57156,TMEM63C,transmembrane protein 63C,"C14orf171, CSC1, hsCSC1",calcium permeable stress-gated cation channel 1|calcium permeable stress-gated cation channel 1 homolog
18609,57157,PHTF2,putative homeodomain transcription factor 2,None,putative homeodomain transcription factor 2
18610,57158,JPH2,junctophilin 2,"CMH17, JP-2, JP2",junctophilin-2|junctophilin type 2
18611,646982,LINC00598,long intergenic non-protein coding RNA 598,lncFOXO1,twelve-thirteen translocation leukemia transcript (non-protein coding)
18612,57159,TRIM54,tripartite motif containing 54,"MURF, MURF-3, RNF30, muRF3",tripartite motif-containing protein 54|muscle-specific RING finger protein 3|ring finger protein 30
18613,253769,WDR27,WD repeat domain 27,None,WD repeat-containing protein 27
18614,57162,PELI1,pellino E3 ubiquitin protein ligase 1,None,E3 ubiquitin-protein ligase pellino homolog 1|RING-type E3 ubiquitin transferase pellino homolog 1|pellino homolog 1|pellino-1|pellino-related intracellular-signaling molecule|protein pellino homolog 1
18615,57161,PELI2,pellino E3 ubiquitin protein ligase family member 2,None,E3 ubiquitin-protein ligase pellino homolog 2|RING-type E3 ubiquitin transferase pellino homolog 2|pellino homolog 2|pellino-2|protein pellino homolog 2
18616,57165,GJC2,gap junction protein gamma 2,"CX46.6, Cx47, GJA12, HLD2, LMPH1C, PMLDAR, SPG44","gap junction gamma-2 protein|connexin-46.6|connexin-47|gap junction alpha-12 protein|gap junction protein, gamma 2, 47kDa"
18617,57167,SALL4,spalt like transcription factor 4,"DRRS, HSAL4, ZNF797",sal-like protein 4|zinc finger protein 797|zinc finger protein SALL4
18618,57168,ASPHD2,aspartate beta-hydroxylase domain containing 2,None,aspartate beta-hydroxylase domain-containing protein 2
18619,646993,HMGB3P24,high mobility group box 3 pseudogene 24,None,None
18620,57169,ZNFX1,zinc finger NFX1-type containing 1,None,NFX1-type zinc finger-containing protein 1
18621,57171,DOLPP1,dolichyldiphosphatase 1,LSFR2,dolichyldiphosphatase 1|dolichyl pyrophosphate phosphatase 1|linked to Surfeit genes in Fugu rubripes 2
18622,122704,MRPL52,mitochondrial ribosomal protein L52,None,"39S ribosomal protein L52, mitochondrial|L52mt|MRP-L52|mitochondrial large ribosomal subunit protein mL52"
18623,57172,CAMK1G,calcium/calmodulin dependent protein kinase IG,"CLICK3, CLICKIII, VWS1, dJ272L16.1",calcium/calmodulin-dependent protein kinase type 1G|CLICK III|caM kinase I gamma|caM kinase IG|caM-KI gamma|caMK-like CREB kinase III|caMKI gamma|caMKIG
18624,253782,CERS6,ceramide synthase 6,"CERS5, LASS6","ceramide synthase 6|LAG1 homolog, ceramide synthase 6|longevity assurance homolog 6"
18625,57175,CORO1B,coronin 1B,CORONIN-2,"coronin-1B|coronin, actin binding protein, 1B"
18626,57176,VARS2,"valyl-tRNA synthetase 2, mitochondrial","COXPD20, VALRS, VARS2L, VARSL","valine--tRNA ligase, mitochondrial|valine tRNA ligase 2, mitochondrial (putative)|valyl-tRNA synthetase like"
18627,647000,TUBBP2,tubulin beta pseudogene 2,None,"tubulin, beta polypeptide pseudogene 2"
18628,57178,ZMIZ1,zinc finger MIZ-type containing 1,"MIZ, RAI17, TRAFIP10, ZIMP10","zinc finger MIZ domain-containing protein 1|retinoic acid induced 17|zinc finger-containing, Miz1, PIAS-like protein on chromosome 10"
18629,57179,KIAA1191,KIAA1191,"p33MONOX, p60MONOX",putative monooxygenase p33MONOX|brain-derived rescue factor p60MONOX|flavin monooxygenase motif-containing protein of 33 kDa|flavine monooxygenase motif-containing protein of 33 kDa|p60MONOX brain-derived rescue factor
18630,57180,ACTR3B,ARP3 actin related protein 3 homolog B,"ARP11, ARP3BETA",actin-related protein 3B|ARP3-beta|actin-like protein 3B|actin-related protein 3-beta|actin-related protein ARP4|actin-related protein Arp11
18631,57181,SLC39A10,solute carrier family 39 member 10,LZT-Hs2,"zinc transporter ZIP10|ZIP-10|solute carrier family 39 (metal ion transporter), member 10|solute carrier family 39 (zinc transporter), member 10|zrt- and Irt-like protein 10"
18632,57182,ANKRD50,ankyrin repeat domain 50,None,ankyrin repeat domain-containing protein 50
18633,57184,FAM219B,family with sequence similarity 219 member B,C15orf17,protein FAM219B|uncharacterized protein C15orf17
18634,57185,NIPAL3,NIPA like domain containing 3,"DJ462O23.2, NPAL3",NIPA-like protein 3
18635,57186,RALGAPA2,Ral GTPase activating protein catalytic alpha subunit 2,"AS250, C20orf74, bA287B20.1, dJ1049G11, dJ1049G11.4, p220","ral GTPase-activating protein subunit alpha-2|250 kDa substrate of Akt|Ral GTPase activating protein, alpha subunit 2 (catalytic)|RapGAPalpha2|akt substrate AS250|ral GTPase-activating protein alpha subunit 2"
18636,57187,THOC2,THO complex 2,"CXorf3, MRX12, MRX35, THO2, dJ506G2.1, hTREX120","THO complex subunit 2|mental retardation, X-linked 12|mental retardation, X-linked 35"
18637,57188,ADAMTSL3,ADAMTS like 3,ADAMTSL-3,ADAMTS-like protein 3|a disintegrin-like and metalloprotease domain with thrombospondin type I motifs-like 3|punctin-2
18638,57189,KIAA1147,KIAA1147,"LCHN, PRO2561",protein LCHN|predicted protein of HQ2561
18639,57190,SELENON,selenoprotein N,"CFTD, MDRS1, RSMD1, RSS, SELN, SEPN1","selenoprotein N|selenoprotein N, 1"
